registro,padre_irr,madre_irr,abuelo_paterno_irr,abuela_paterna_irr,abuelo_materno_irr,abuela_materna_irr,nombre,criadero
172978,,1.111315647251799,,,,,RUMBA,ALUCARPA
172979,,0.3200110933070381,,,,,BORRACHERA,ALUCARPA
172980,,1.370929846684808,,,,,TRAMPOSA,ALUCARPA
172981,,1.5174420919891152,,,,,CHICOTERA II,ALUCARPA
173049,,0.7132569759834644,,,,,RECLUSA,CULLAIMA
173076,,0.2362874399112535,,,,,ESPERADA,GRAN AVENTURA
173143,,0.0526315789473684,,,,,EVASIVA,SANTA MARGARITA
173147,,0.0526315789473684,,,,,OFENSA,SANTA MARGARITA
173238,,0.1578947368421052,,,,,TRANQUERA,CHAQUEIHUA
173268,,0.1439048440774066,,,,,MELINKA,EL RECUERDO
173295,,0.0526315789473684,,,,,SIEMPRE LINDA,LA MADRUGADA
173341,,0.7785960803648466,,,,,REMOLIENDA,LAS VERTIENTES
173343,,0.0526315789473684,,,,,ENRIQUETA,LOS BOLLENES
173381,,0.6926537655614446,,,,,ROLITA,COLIGUE
173482,,0.2105263157894736,,,,,TORPEDERA,LOS TRES HIJOS
173489,,0.2105263157894736,,,,,ESBELTA,LIRIOS DEL SUR
173533,,0.0526315789473684,,,,,LA REGALONA,AUCO COLCHAGUINO
173561,,0.2427277209416985,,,,,RESERVADA,CONQUIL
173626,,0.0655121410082583,,,,,TONADA,LOMAS DEL CENTENARIO
173705,,0.2631578947368421,,,,,CANAIMA II,PANTANAL SAN FELIPE
173785,,0.1772155799334401,,,,,ROCIO,SANTA GEMITA
173824,,0.1707752989029952,,,,,ESPERANZA,CHIMBARONGO
173890,,0.1643350178725502,,,,,CAUTELA,VAGABUNDO
174000,,2.4231432932899715,,,,,RICACHONA II,RECORDANDOTE
174020,,0.1052631578947368,,,,,BUENA MOZA,OÃA TEGUA
174037,,0.5907185997781338,,,,,VIÃATERA,RINCOMAVIDA 3
174635,,0.1052631578947368,,,,,PANTRUCA,DON GUILLERMO
174650,,0.2878096881548132,,,,,DIECIOCHERA,LA RAMIRANA
174662,,0.0526315789473684,,,,,COSITA,BAJOS DE PEJERREY
174739,,0.4317145322322199,,,,,JACINTA,COYAHUASI
175359,,0.0526315789473684,,,,,CASTIDAD,SAN ISIDRO DE QUELMEN
175797,,0.1578947368421052,,,,,CANTINERA,OÃA CUCA
176884,,0.1052631578947368,,,,,EMBUSTERA,LOS PITUTOS
177178,,0.0526315789473684,,,,,ROSQUERA,LA RUCA
177225,,0.4907863922100333,,,,,FIESTA LINDA,LAS CALLANAS
177231,,0.7269017436403113,,,,,FRANELA,LAS CALLANAS
177308,,0.3941821767533587,,,,,CARIOCA,GRAN AVENTURA
177598,,0.4574756563539998,,,,,CHAMANA,DON HERNAN
177882,,0.1439048440774066,,,,,RICURA,QUILLAYCILLO
177900,,0.1643350178725502,,,,,MADEJA,SANTA CAMILA
177965,,1.2969744664308946,,,,,CAFETERA,CHIHUAO 2
179615,,0.1052631578947368,,,,,CANELA,RIO TRANCURA
180184,,0.5562985332182916,,,,,RESPETADA,ON FELI
181222,,0.7623875261925306,,,,,KAU-KAU,LOS MOLUCHES
181370,,0.1578947368421052,,,,,BAQUEANA,LA LEONERA DE PARRAL
182121,,0.0526315789473684,,,,,YARARA,MELINCUE
182135,,0.0526315789473684,,,,,ESPADILLA,TEHUELCHE
182150,,0.5123258967089857,,,,,GUACOLDA,LO MARCOLETA
183682,,0.1578947368421052,,,,,AGUA RICA,SAN PATRICIO DE MARIQUINA
184407,,0.6529027486749661,,,,,RONDA,HUECHUN
185552,,0.6668926414396648,,,,,TORMENTA,PATRIFER
34245,,0.0526315789473684,,,,0.1052631578947368,,
38145,,0.0526315789473684,,1.1370566836995077,,0.9840296229847413,,
38312,,0.0526315789473684,,0.269598175767287,,0.7852623361682897,,
38591,,0.0526315789473684,,,,,,
39590,,0.1052631578947368,,,,0.0526315789473684,,
39591,,0.17543859649122798,,,,0.0526315789473684,,
39885,,0.1052631578947368,,,,,,
41166,,0.2169665968199186,,0.2697933210274764,,0.7266690671446974,,
41655,,0.1052631578947368,,,,0.0526315789473684,,
41865,,0.0526315789473684,,,,,,
41975,,0.0526315789473684,,0.4481490611775339,,1.3066469387114101,,
42092,,0.2105263157894736,,1.298500300831617,,,,
4222,,0.3286700357451005,,,,,,
42256,,0.1117034389251818,,,,0.3331807330215841,,
42767,,0.8492670832187657,,0.34939808537737777,,,,
42814,,0.0526315789473684,,0.1052631578947368,,0.0526315789473684,,
43337,,0.0526315789473684,,0.08341907898532397,,0.10955667858170005,,
43346,,0.0590718599778133,,,,,,
43475,,0.1117034389251818,,,,0.0590718599778133,,
43516,,0.0526315789473684,,0.482243815726972,,0.5498582521878466,,
43613,,0.0526315789473684,,,,0.0526315789473684,,
43740,,0.0526315789473684,,0.4647273922511195,,0.09362668291268494,,
43858,,0.1052631578947368,,0.15275842729522113,,0.2757762467743747,,
43998,,0.0526315789473684,,,,0.1578947368421052,,
44102,,0.1117034389251818,,,,,,
44236,,0.08341907898532397,,,,,,
44238,,0.0526315789473684,,2.952766272977131,,0.25124647187221033,,
44295,,0.1117034389251818,,0.0526315789473684,,,,
44339,,0.0526315789473684,,,,0.3467381492695021,,
44345,,0.0526315789473684,,,,0.4077433665333216,,
44416,,0.1965364230247751,,,,0.0526315789473684,,
44521,,0.0526315789473684,,,,1.5229713095109627,,
44789,,0.1643350178725502,,,,0.23629260240865002,,
45039,,0.0526315789473684,,0.1052631578947368,,,,
45122,,0.1052631578947368,,0.41656445626406324,,0.5055090129127205,,
45231,,0.1578947368421052,,,,1.7788739497840431,,
45300,,0.1578947368421052,,,,0.30217438037599503,,
45323,,0.0526315789473684,,0.21481983647643696,,0.719519061351019,,
45356,,0.1578947368421052,,,,,,
45411,,0.0526315789473684,,0.18331011275426537,,0.1052631578947368,,
45461,,0.0526315789473684,,1.5921521569447175,,0.0526315789473684,,
45462,,0.0526315789473684,,,,0.08341907898532397,,
45469,,0.0526315789473684,,,,0.3740671697591314,,
45470,,0.0526315789473684,,,,0.6341462854721825,,
45559,,0.0526315789473684,,0.36368631713724303,,1.3770094074546466,,
45623,,0.0526315789473684,,,,0.37719168107427736,,
45820,,0.0655121410082583,,,,0.5554754333988055,,
45870,,0.0526315789473684,,,,0.55278558954604,,
46006,,0.18214956386168957,,0.08341907898532397,,1.1284309880402565,,
46120,,0.1310242820165167,,1.8474512349325236,,2.6079943269058314,,
46122,,0.0526315789473684,,,,1.2668973535139874,,
46147,,0.0590718599778133,,,,,,
46148,,0.0526315789473684,,,,,,
46165,,0.0590718599778133,,,,,,
46274,,0.1245840009860717,,0.17973211717819135,,0.23628743991125342,,
46288,,0.0526315789473684,,0.0526315789473684,,0.1403508771929824,,
46298,,0.0526315789473684,,,,0.45389286798784984,,
46387,,0.1052631578947368,,0.16683815797064794,,,,
46445,,0.0526315789473684,,1.8348252084429355,,2.5044008019593016,,
46576,,0.0977135461604831,,2.2491876679117055,,1.081282861414574,,
46586,,0.1245840009860717,,0.22832403021605527,,0.29787583713381804,,
46668,,0.1052631578947368,,1.3488905112718745,,0.0526315789473684,,
46737,,0.1052631578947368,,,,0.5149962389059383,,
46751,,0.0526315789473684,,,,0.148937918566909,,
46757,,0.0590718599778133,,0.2169665968199186,,0.0526315789473684,,
46777,,0.1052631578947368,,0.7497929524974507,,0.1052631578947368,,
46794,,0.0526315789473684,,,,,,
46823,,0.0526315789473684,,0.2515503382619687,,0.7819592893240126,,
46875,,0.0526315789473684,,,,0.0526315789473684,,
46963,,0.0526315789473684,,,,,,
46988,,0.1643350178725502,,0.0526315789473684,,,,
46997,,0.0590718599778133,,,,0.21386179821330956,,
47057,,0.209416985085665,,,,0.542932196452198,,
47062,,0.0526315789473684,,,,0.1578947368421052,,
47106,,0.1052631578947368,,,,1.339305930110811,,
47137,,0.2552631578947368,,,,0.1460393889073759,,
47193,,0.1052631578947368,,0.76557120032732,,1.1307616943740213,,
47202,,0.0526315789473684,,,,1.9968513634611131,,
47236,,0.39228456815580925,,0.1117034389251818,,2.597430436510348,,
47263,,0.08341907898532397,,0.5957284636554387,,0.18214956386168954,,
47285,,0.0526315789473684,,,,,,
47293,,0.0526315789473684,,,,,,
47331,,0.0526315789473684,,,,,,
47380,,0.0526315789473684,,0.4095499943034407,,0.691544434857636,,
47385,,0.0526315789473684,,,,2.5042652726825527,,
47448,,0.0526315789473684,,0.56985536231324,,0.5685114425407781,,
47452,,0.0526315789473684,,,,,,
47476,,0.0526315789473684,,1.0112341744290467,,1.7272046707494617,,
47562,,0.0526315789473684,,,,,,
47590,,0.08341907898532397,,,,0.4816579073347134,,
47662,,0.0526315789473684,,0.2656025309174575,,,,
47665,,0.0590718599778133,,,,0.08341907898532397,,
47756,,0.1117034389251818,,0.20378922907201405,,0.6190623555745309,,
47764,,0.0526315789473684,,,,,,
47865,,0.0526315789473684,,0.0526315789473684,,0.2234068778503636,,
47875,,0.2105263157894736,,,,1.5366452972640574,,
48054,,0.0526315789473684,,,,0.1772155799334401,,
48170,,0.0526315789473684,,,,0.1117034389251818,,
48192,,0.0526315789473684,,0.2030075187969924,,0.7337591857233335,,
48242,,0.3275607050412917,,0.19024482869881917,,1.7239087660465624,,
48293,,0.0590718599778133,,,,0.1719419599343285,,
48304,,0.0526315789473684,,0.09362668291268501,,0.2148198364764369,,
48492,,0.0526315789473684,,,,,,
48503,,0.0526315789473684,,,,0.2859838507017357,,
48530,,0.123474670282263,,0.5380870208307654,,,,
48555,,0.0526315789473684,,0.0526315789473684,,0.3662023912239615,,
48567,,0.2105263157894736,0.0526315789473684,2.6400090820340707,,1.4928339200309697,,
48584,,0.0526315789473684,,,,,,
48651,,0.117034389251818,,0.9002680678421336,,0.31238198430335606,,
48762,,0.1052631578947368,,0.4514364746883729,,0.0526315789473684,,
48764,,0.1578947368421052,,0.6793466720978172,,0.21875530139067095,,
48780,,0.0526315789473684,,,,0.8656477258720571,,
48789,,0.0590718599778133,,0.20854769746330992,,0.10955667858170005,,
48868,,0.0526315789473684,,,,0.7889601051809852,,
48913,,0.1052631578947368,,0.7370476118076841,,0.8432070848570958,,
48915,,0.0526315789473684,,0.2522859219060147,,,,
48945,,0.0526315789473684,,0.9359811792045476,,0.8473056548955712,,
48972,,0.0526315789473684,,,,0.0526315789473684,,
48997,,0.0526315789473684,,,0.1052631578947368,,,
49009,,0.0526315789473684,,,,2.4959071836460174,,
49059,,0.0526315789473684,,,,0.8885865273790938,,
49062,,0.1052631578947368,,,,1.0828897790450542,,
49085,,0.1578947368421052,,,,0.484444553446894,,
49088,,0.1052631578947368,,0.4487742373555044,,1.588861453903486,,
49152,,0.0526315789473684,,,,0.16023536202700125,,
49156,,0.17543859649122798,,0.19380049809733046,,0.8743216354704089,,
49163,,0.0526315789473684,,0.08341907898532397,,0.16991994350235323,,
49173,,0.0526315789473684,,,,,,
49183,,0.0526315789473684,,,,0.747305297213249,,
49246,,0.0526315789473684,,,,0.14554382633270807,,
49253,,0.0590718599778133,,,,,,
49300,,0.0526315789473684,,,,,,
49315,,0.2631578947368421,,,,0.0526315789473684,,
49317,,0.0526315789473684,,0.6518486008682378,,0.5018489972124972,,
49380,,0.17704576189800905,,2.53311767494196,,1.3646966000842495,,
49451,,0.2105263157894736,,,,,,
49505,,0.17704576189800905,,4.320598307367359,,1.7554890687017306,,
49566,,0.1052631578947368,,,,1.4305776925515379,,
49647,,0.1181437199556267,,,,,,
49687,,0.0526315789473684,,,,0.1052631578947368,,
49695,,0.1578947368421052,,0.0590718599778133,,,,
49734,,0.0526315789473684,,,,,,
49764,,0.0526315789473684,,,,1.1030018299215885,,
49768,,0.269598175767287,,0.21768105269230778,,0.08341907898532397,,
49812,,0.08341907898532397,,4.579547774703795,,1.3972673461437985,,
49818,,0.0526315789473684,,0.21481983647643696,,0.2542010764616458,,
49907,,0.29707057841231455,,0.8994030744308077,,0.760808293927111,,
49915,,0.0526315789473684,,,,,,
49949,,0.1052631578947368,,,,0.5369776901269567,,
50047,,0.2105263157894736,,,,,,
50074,,0.1052631578947368,,,,0.7069459676301795,,
50080,,0.0526315789473684,,,,,,
50091,,0.08341907898532397,,0.746788994640054,,0.31504991988167136,,
50095,,0.1117034389251818,,,,,,
50099,,0.1117034389251818,,,,,,
50102,,0.0590718599778133,,0.0526315789473684,,,,
50133,,0.0526315789473684,,,,,,
50184,,0.0526315789473684,,,,0.8904836614904152,,
50243,,0.1643350178725502,,0.9451821288872054,,0.5351722292368045,,
50344,,0.0526315789473684,,0.0526315789473684,,0.0526315789473684,,
50347,,0.1117034389251818,,0.1052631578947368,,0.49586800688676624,,
50354,,0.08341907898532397,,,,1.5116380168580341,,
50430,,0.08341907898532397,,0.10955667858170005,,0.6274667031477089,,
50435,,0.1181437199556267,,,,0.3748613336620238,,
50460,,0.0526315789473684,,,,0.7551759788410276,,
50474,,0.0526315789473684,,0.16683815797064794,,0.0526315789473684,,
50528,,0.0526315789473684,,,,,,
50530,,0.18725336582537003,,0.9940783212261993,,0.38402466927413387,,
50555,,0.0526315789473684,,,,,,
50563,,0.0526315789473684,,,,0.0526315789473684,,
50576,,0.08852288094900446,,,,0.14554382633270807,,
50605,,0.12512861847798595,,0.385743016482822,,0.16326078951923084,,
50619,,0.0526315789473684,,0.2757762467743747,,0.5679787285603229,,
50661,,0.1052631578947368,,0.3659762789766071,,0.08341907898532397,,
50669,,0.0526315789473684,,,,1.9116256909613254,,
50670,,0.1245840009860717,,2.249246747343282,,2.3011403726891118,,
50678,,0.0655121410082583,,3.0521275204657243,,0.1052631578947368,,
50742,,0.0590718599778133,,0.7798457387932384,,2.963220788414921,,
50755,,0.0526315789473684,,0.0526315789473684,,,,
50788,,0.08852288094900446,,0.1052631578947368,,,,
50791,,0.08341907898532397,,,,0.0590718599778133,,
50818,,0.0526315789473684,,0.8478191967037029,,0.12512861847798595,,
50866,,0.1052631578947368,,,,,,
50902,,0.1052631578947368,,0.0590718599778133,,0.4442037357413653,,
50919,,0.0526315789473684,,,,2.3697159149027187,,
50950,,0.0526315789473684,,0.310756399194708,,0.8498089486010106,,
50979,,0.24427431120907375,,0.19452551485193556,,0.2169665968199186,,
50989,,0.12512861847798595,,,,0.32008299437117377,,
51098,,0.1578947368421052,,0.2859838507017357,,2.084585359995196,,
51127,,0.08341907898532397,,1.38838732025188,,0.4064314268359307,,
51139,,0.0526315789473684,,,,1.0649867075878792,,
51195,,0.0590718599778133,,0.4144580235769668,,0.23406670728171267,,
51199,,0.0526315789473684,,0.0526315789473684,,0.0526315789473684,,
51206,,0.1052631578947368,,0.33024529117623785,,,,
51219,,0.0526315789473684,,,,0.6812611153175678,,
51224,,0.0526315789473684,,,,1.0921359038934813,,
51234,,0.0526315789473684,,,,0.08852288094900446,,
51235,,0.1052631578947368,,,,,,
51253,,0.0526315789473684,,,,,,
51269,,0.08852288094900446,,0.0526315789473684,,1.5628123396181965,,
51328,,0.0526315789473684,,0.0526315789473684,,0.12512861847798595,,
51329,,0.0590718599778133,,,,0.4975744396119102,,
51365,,0.1052631578947368,,,,0.0526315789473684,,
51374,,0.0526315789473684,,,,0.6421041293462009,,
51403,,0.08341907898532397,,,,0.6574082494438507,,
51447,,0.0590718599778133,,,,0.5349028308476108,,
51448,,0.0526315789473684,,0.0590718599778133,,,,
51526,,0.0526315789473684,,,,,,
51561,,0.1632256871687415,,0.48000519821274557,,1.1901929095286863,,
51574,,0.1643350178725502,,0.291966776448634,,,,
51585,,0.0526315789473684,,1.1256780800330646,,0.08341907898532397,,
51619,,0.08341907898532397,,0.15275842729522113,,,,
51627,,0.0590718599778133,,0.0526315789473684,,,,
51628,,0.0590718599778133,,0.564957475656354,,0.20978676198693455,,
51630,,0.2105263157894736,,0.3320611400750183,,0.6472266732404783,,
51681,,0.0526315789473684,,,,0.28088004873805517,,
51697,,0.08341907898532397,,,,0.26046484088333305,,
51699,,0.0526315789473684,,,,0.7685207801118135,,
51769,,0.2919667764486339,,0.4135030198446937,,0.0526315789473684,,
51812,,0.0526315789473684,,3.129228844157327,,1.3185713337568383,,
51825,,0.0590718599778133,,,,,,
51834,,0.1503451251078516,,0.0526315789473684,,0.5591848473643123,,
51836,,0.0526315789473684,,,,1.2943803392466031,,
51839,,0.2889190188586219,,0.4111124691797216,,1.412770079744302,,
51877,,0.0526315789473684,,,,0.25849459714860923,,
51884,,0.3737520029582152,,,,0.0590718599778133,,
51894,,0.0526315789473684,,,,0.2627881178355725,,
51985,,0.1052631578947368,,,,,,
52004,,0.28351616746784986,,1.386852114805201,,0.8371803666403446,,
52018,,0.2427267970789666,,1.5060585103975748,,0.7547665214153051,,
52021,,0.5787316652286454,,,,1.947882574285604,,
52023,,0.0526315789473684,,,,1.4548293134204635,,
52077,,0.0526315789473684,,,,,,
52079,,0.0526315789473684,,0.6533416838433255,,0.8799897871141553,,
52107,,0.1403508771929824,,1.097083022911103,,0.4059534081104399,,
52132,,0.2136514994269905,,2.720274716478283,0.0526315789473684,1.2280370895427435,,
52139,,0.09362668291268501,,,,,,
52193,,0.08341907898532397,,,,0.2298471588808086,,
52240,,0.1872533658253701,,,,,,
52241,,0.17616663811479136,,0.35946423435638275,,0.8326484949458326,,
52243,,0.1052631578947368,,0.4410411274086856,,0.7666488877409283,,
52250,,0.24990755577468252,,0.0526315789473684,,0.13023242044166644,,
52271,,0.0526315789473684,,,,,,
52303,,0.0526315789473684,,,,,,
52306,,0.0526315789473684,,,,0.0526315789473684,,
52312,,0.0526315789473684,,,,0.3544311598668803,,
52315,,0.0526315789473684,,,,0.08341907898532397,,
52346,,0.20854769746330992,,0.08341907898532397,,0.8295965059178299,,
52397,,0.0526315789473684,,,,,,
52402,,0.1052631578947368,,,,0.0526315789473684,,
52406,,0.4328238629360286,,1.3198867492325304,,,,
52412,,0.0590718599778133,,0.1052631578947368,,0.21377796004669775,,
52473,,0.0526315789473684,,,,0.1181437199556267,,
52488,,0.0590718599778133,,,,0.7248551707136694,,
52499,,0.36940292968705973,,,,0.18704858012015543,,
52511,,0.4736842105263158,,,,0.2564006620767374,,
52537,,0.0590718599778133,,0.3544311598668803,,0.08341907898532397,,
52554,,0.0526315789473684,,0.9826821151238752,,,,
52561,,0.0526315789473684,,0.08852288094900446,,,,
52572,,0.08341907898532397,,,,0.1117034389251818,,
52583,,0.4263835819055836,,,,0.1052631578947368,,
52609,,0.1052631578947368,,1.2223760509166852,,3.874299085577496,,
52614,,0.1117034389251818,,0.7001192346800976,,0.7409181984643508,,
52623,,0.0526315789473684,,,,0.6816139732547903,,
52624,,0.13023242044166644,,0.43520053115839946,,,,
52634,,0.1052631578947368,,0.21404800056346945,,0.0526315789473684,,
52645,,0.1374645630469616,,,,0.1836558609638851,,
52670,,0.0526315789473684,,,,,,
52676,,0.08341907898532397,,,,0.1052631578947368,,
52688,,0.0526315789473684,,0.39914661768592524,,,,
52704,,0.0526315789473684,,,,0.22163328332033708,,
52719,,0.0655121410082583,,0.6164723238276105,,0.1052631578947368,,
52756,,0.0526315789473684,,,,0.267352717447893,,
52765,,0.1052631578947368,,0.12512861847798595,,0.20854769746330992,,
52767,,0.0526315789473684,,,,0.1052631578947368,,
52776,,0.2613090102304942,,0.17973211717819135,,1.4324750418034813,,
52779,,0.31238198430335606,,0.2889190188586219,,1.066191556244391,,
52816,,0.0526315789473684,,,,,,
52828,,0.0526315789473684,,,,0.0526315789473684,,
52833,,0.0526315789473684,,,,,,
52836,,0.0526315789473684,,,,,,
52848,,0.0526315789473684,,,,0.647273922511196,,
52859,,0.0590718599778133,,,,0.8327659650065946,,
52860,,0.0526315789473684,,2.7470004906489436,,2.3340925496213982,,
52871,,0.0526315789473684,,,,0.0526315789473684,,
52883,,0.0526315789473684,,,,,,
52894,,0.3017995809195118,,0.3387801179049765,,0.6032986962331467,,
52921,,0.5404216696655494,,0.0526315789473684,,0.9402022665728399,,
52935,,0.0526315789473684,,0.6131165149407476,,1.1347700087081458,,
53000,,0.29707057841231443,,,,0.5221329509603623,,
53016,,0.08852288094900446,,0.9433231628688851,,2.3677527263004943,,
53035,,0.0526315789473684,,,,,,
53041,,0.2298471588808086,,1.5875802368468461,,,,
53102,,0.2493781131727543,,0.0526315789473684,,,,
53113,,0.1052631578947368,,,,1.8908558669064968,,
53130,,0.20854769746330992,,0.9483399959505051,,0.9766864467961471,,
53134,,0.08341907898532397,,,,0.0655121410082583,,
53142,,0.5476395907802293,,0.784100067318359,,0.44512804019222235,,
53148,,0.1969061999260446,,,,1.166350505158591,,
53178,,0.34898772183233756,,0.9633033642278933,,0.08341907898532397,,
53185,,0.22385910335435164,,0.08341907898532397,,1.533713476629784,,
53273,,0.1245840009860717,,,,0.7002752783598339,,
53279,,0.0590718599778133,,1.1834790994781135,,1.9341629162754987,,
53295,,0.0526315789473684,,,,,,
53321,,0.2995809195118945,,,,1.8264473629430558,,
53346,,0.2631578947368421,,,,0.2169665968199186,,
53355,,0.1052631578947368,,,,,,
53357,,0.1052631578947368,,1.0077031503917777,,,,
53361,,0.0526315789473684,,,,,,
53394,,0.1578947368421052,,1.5523379379331597,,1.3143373556298963,,
53406,,0.0526315789473684,,1.2059486879586665,,0.14464439787994574,,
53417,,0.0526315789473684,,0.10955667858170005,,0.8966757941149406,,
53426,,0.0526315789473684,,0.1052631578947368,,0.37084502213650733,,
53444,,0.1772155799334401,,,,2.8695646349590476,,
53455,,0.20200244958371572,,2.230431388223042,,4.046360131089672,,
53467,,0.1643350178725502,,0.2169665968199186,,0.633983248082497,,
53478,,0.0526315789473684,,,,0.16023536202700125,,
53484,,0.0526315789473684,,,,0.13023242044166652,,
53497,,0.5212827149841818,,,,1.2357454165046917,,
53505,,0.2147479354123012,,0.49256337565224534,,,,
53509,,0.1052631578947368,,,,0.1117034389251818,,
53513,,0.1117034389251818,,,,0.9481030097682195,,
53515,,0.1052631578947368,,0.5023657653643261,,0.12512861847798595,,
53524,,0.08852288094900446,,0.4566488113138354,,0.0526315789473684,,
53528,,0.0526315789473684,,,,0.12594520920206692,,
53575,,0.0526315789473684,,0.0526315789473684,,1.1377640848907653,,
53595,,0.08341907898532397,,0.1117034389251818,,1.820144005678929,,
53604,,0.19746096975273117,,0.4972266732404782,,,,
53607,,0.08341907898532397,,0.3909305731862224,,0.501889970828711,,
53628,,0.0526315789473684,,0.7484548608054092,,0.33416566533407843,,
53645,,0.0526315789473684,,,,0.3286700357451005,,
53650,,0.7024220387033158,,0.12512861847798595,,0.5066466952447976,,
53666,,0.0526315789473684,,0.2362874399112535,,0.8557294876535599,,
53684,,0.6305759536179849,,0.8150597351133856,,1.5872235647799366,,
53686,,0.1707752989029952,,,,1.3605280766318606,,
53687,,0.08341907898532397,,,,0.359243833300025,,
53729,,0.08341907898532397,,0.1052631578947368,,0.2854196238316295,,
53736,,0.1052631578947368,,0.16326078951923084,,0.3072781823396756,,
53747,,0.0526315789473684,,1.735219738731656,,,,
53754,,0.21386179821330956,,0.20854769746330992,,0.2902085288821986,,
53764,,0.1643350178725502,,,,1.46969960469928,,
53824,,0.12512861847798595,,,,0.14464439787994565,,
53826,,0.0526315789473684,,0.5530248590967626,,0.7986757635916178,,
53830,,0.0526315789473684,,0.08341907898532397,,,,
53839,,0.0526315789473684,,0.0526315789473684,,,,
53856,,0.0526315789473684,,0.25420107646164586,,,,
53870,,0.13023242044166652,,0.0526315789473684,,0.5770984839147048,,
53919,,0.0526315789473684,,,,0.1052631578947368,,
53955,,0.2889190188586219,,,,,,
53994,,0.3597621101935165,,0.1052631578947368,,0.0526315789473684,,
54035,,0.0526315789473684,,,,0.3859649122807017,,
54041,,0.1707752989029952,,0.1052631578947368,,0.5685114425407781,,
54049,,0.0526315789473684,,,,,,
54082,,0.0526315789473684,,0.4308181172605856,,0.34155059780599034,,
54104,,0.1719419599343285,,0.0590718599778133,,,,
54123,,0.1052631578947368,,0.1052631578947368,,0.7688278072229755,,
54131,,0.14464439787994565,,,,0.19826398221782568,,
54196,,0.0526315789473684,,,,0.21787617760745334,,
54216,,0.20854769746330992,,1.2464987404770709,,0.3579851267513044,,
54228,,0.12512861847798595,,,,0.705783286391984,,
54238,,0.1578947368421052,,0.08341907898532397,,0.250257236955972,,
54240,,0.0526315789473684,,,,,,
54278,,0.2427277209416985,,,,0.3829560880116659,,
54289,,0.16683815797064794,,1.126044066449692,,0.0590718599778133,,
54298,,0.2849952750729281,,0.5025271608698887,,,,
54304,,0.0526315789473684,,0.0526315789473684,,0.8806643983652489,,
54334,,0.1052631578947368,,,,,,
54336,,0.0526315789473684,,0.2502572369559719,,0.3217104644474995,,
54338,,0.3276933901943977,,0.20906079938491334,,0.1403508771929824,,
54353,,0.1052631578947368,,0.0590718599778133,,0.9797177099593478,,
54374,,0.25958571710011535,,,,0.221010629683869,,
54387,,0.20854769746330992,,0.8050835519712631,,0.3498286179793902,,
54398,,0.0526315789473684,,,,0.0526315789473684,,
54402,,0.0526315789473684,,,,,,
54422,,0.0590718599778133,,,,0.4839763342783187,,
54423,,0.1052631578947368,,,,,,
54426,,0.16683815797064794,,0.35809680199192734,,0.43172736015494495,,
54427,,0.0526315789473684,,0.14464439787994574,,1.3009069110895273,,
54441,,0.0526315789473684,,,,,,
54454,,0.1117034389251818,,1.0210171741108032,,0.8943824178881012,,
54458,,0.1696659681991865,,,,2.7190510955825884,,
54460,,0.0590718599778133,,0.1052631578947368,,0.6038852987269108,,
54488,,0.0590718599778133,,,,,,
54499,,0.4153371473601846,,0.8412318207525625,,,,
54505,,0.0526315789473684,,,,,,
54509,,0.2757762467743747,,,,0.3154443636242653,,
54524,,0.1117034389251818,,0.13023242044166644,,0.4985451255952782,,
54559,,0.0526315789473684,,0.2631058205018042,,0.12512861847798595,,
54568,,0.0526315789473684,,0.13533622240534698,,,,
54572,,0.1117034389251818,,0.2942499691852582,,0.30217438037599514,,
54752,,0.5112165660051767,,,,1.2428817946505608,,
54759,,0.0526315789473684,,,,0.2953592998890669,,
54792,,0.1117034389251818,,,,0.1052631578947368,,
54809,,0.0526315789473684,,,,0.6582531583391877,,
54824,,0.2298471588808086,,,,1.1222015092773943,,
54844,,0.8432119523671817,,,,0.24822076127040746,,
54845,,0.1643350178725502,,,,0.5634343469916007,,
54846,,0.2234068778503636,,0.1403508771929824,,0.28425572127038906,,
54863,,0.24376953714043018,,,,1.0909172883413134,,
54871,,0.08341907898532397,,0.0526315789473684,,,,
54876,,0.09362668291268494,,0.4196027151629155,,0.8932347001906477,,
54895,,0.0526315789473684,,0.0526315789473684,,,,
54938,,0.0526315789473684,,,,,,
54939,,0.0526315789473684,,,,,,
54959,,0.12512861847798595,,0.1052631578947368,,0.1222067418361769,,
54967,,0.0526315789473684,,3.03861516446397,,1.7938126847740739,,
54972,,0.148937918566909,,,,1.038328033361003,,
54975,,0.0526315789473684,,0.6165475180540224,,0.6632741103343838,,
54985,,0.1052631578947368,,,,1.10127459357685,,
55007,,0.0526315789473684,,0.5058856156785406,,,,
55024,,0.17194195993432843,,1.5687402587785262,,0.6110398695464804,,
55045,,0.0526315789473684,,,,0.4253461522659106,,
55070,,0.0526315789473684,,1.3820415748432513,,1.6809414683869164,,
55075,,0.1578947368421052,,0.0526315789473684,,0.17469904268868885,,
55135,,0.1052631578947368,,,,,,
55140,,0.08341907898532397,,0.1052631578947368,,1.3719707651039044,,
55151,,0.1181437199556267,,,,0.2706724448106941,,
55173,,0.1965364230247751,,,,,,
55178,,0.1052631578947368,,,,,,
55184,,0.1117034389251818,,,,0.08341907898532397,,
55213,,0.09873048487636552,,,,0.0590718599778133,,
55254,,0.0526315789473684,,,,,,
55255,,0.0590718599778133,,,,,,
55261,,0.0590718599778133,,1.302251530465508,,0.5180907597399046,,
55294,,0.1117034389251818,,,,,,
