registro,padre_irr,madre_irr,abuelo_paterno_irr,abuela_paterna_irr,abuelo_materno_irr,abuela_materna_irr,nombre,criadero
74258,0.30572332470520563,,,,0.0655121410082583,,,
74283,0.3286700357451005,,,,0.21631237251535237,,,
74302,0.20854769746330992,,,0.5047762849747319,0.6043387156415628,,,
74318,0.1052631578947368,,0.6416626813285636,,0.9686922223591766,,,
74349,0.1643350178725502,,,,0.0526315789473684,,,
74413,0.1117034389251818,,,,,,,
74419,0.2448847528657709,,,,0.5884999383705164,,,
74539,0.45131708186015523,,,,0.10955667858170005,,,
74549,0.0526315789473684,,,,0.632511516586458,,,
74561,0.17973211717819135,,0.2987379317978744,,0.3919304766320133,,,
74564,0.0526315789473684,,,,0.0526315789473684,,,
74571,0.25820949224509115,,,,0.3326072173675353,,,
74587,0.22340687785036348,,0.1904709211057693,,0.5070661554184841,,,
74601,0.37306258143051524,,1.0028606291027873,,2.0917450039980436,,,
74619,0.1761666381147913,,,,0.2553610389196525,,,
74644,0.8181360236282936,,1.4114278509795117,,0.498026078093357,,,
74662,0.4009103783334651,,0.14464439787994574,,0.7034333371521517,,,
74682,0.43913648289341606,,,,0.1222067418361769,0.2105263157894736,,
74697,0.13605065793269236,,0.1639738293928913,,0.420440949323865,,,
74710,0.0526315789473684,,0.14044002436902756,,0.5149962389059383,,,
74739,0.09362668291268494,,,,,,,
74773,1.7742261336303315,,0.9755501275370435,,1.5085798702724083,,,
74774,0.0526315789473684,,,,0.32616368301279375,,,
74777,0.0590718599778133,,0.2148198364764369,,,,,
74780,0.41844063404040793,,1.4069799108955081,,1.2328312951764757,,,
74809,0.14464439787994565,,0.2631578947368421,,0.30217438037599503,,,
74824,0.0526315789473684,,0.0526315789473684,,,,,
74832,0.0526315789473684,,,,0.0526315789473684,,,
74840,0.191133571634003,,,,1.1829567568106154,,,
74895,0.1052631578947368,,,,0.22163328332033705,,,
74914,0.8622440967611898,,0.46529724949999485,,1.3932412836127672,,,
74963,0.23432893765011384,,,,0.17704576189800905,,,
74968,0.08852288094900446,,,,0.16326078951923084,,,
74972,0.0526315789473684,,,,1.0399309266191203,,,
74973,0.0526315789473684,,,,0.08341907898532397,,,
75004,0.6641839345109497,,0.1578947368421052,,0.8417508682544836,,,
75013,0.13023242044166644,,0.41340772201233245,,1.3133771196740436,,,
75016,0.0526315789473684,,,,0.1181437199556267,,,
75032,0.4006224577838038,,,,,,,
75047,0.9918138786210956,,,,0.512695673610255,,,
75053,0.24471387310068246,,1.1056399818527387,,0.4281294357474445,,,
75072,0.1052631578947368,,0.15275842729522113,,0.8579679221276653,,,
75077,0.5557771717292123,,0.08341907898532397,,0.08852288094900446,,,
75078,0.0526315789473684,,,,1.652152353558002,,,
75142,0.4987562263455086,,,,0.1052631578947368,,,
75143,0.0526315789473684,,0.0590718599778133,,0.3725621412662698,,,
75144,0.0526315789473684,,2.108411741816928,0.545636632565019,1.787122837927895,,,
75155,0.1052631578947368,,,,0.751768216601984,,,
75180,0.14464439787994574,,,,,,,
75183,1.3660879165094715,,1.1460215283990594,,0.2670816385225358,,,
75184,0.0526315789473684,,,,0.18331011275426537,,,
75194,0.0526315789473684,,,,0.08341907898532397,,,
75317,0.7991152446224882,,0.8506740717932453,,0.6435944744143567,,,
75334,0.1181437199556267,,,,0.0526315789473684,,,
75352,0.0526315789473684,,,,,,,
75356,0.4301741707286621,,,,0.9595560100432795,,,
75369,1.1641717698935907,,,,0.8814580587660829,,,
75402,0.0590718599778133,,,,0.10955667858170005,,,
75407,0.2405809605982168,,,,,,,
75421,0.16991994350235323,,,,0.1052631578947368,,,
75429,0.0526315789473684,,0.2670816385225358,,0.4639775668679895,,,
75430,0.2105263157894736,,,,0.1904709211057693,,,
75439,0.0526315789473684,,,,0.17704576189800905,,,
75440,0.0526315789473684,,0.3275607050412917,,0.5253794953967517,,,
75503,0.0526315789473684,,0.2491680019721434,,,,,
75530,0.5582436023432396,0.48344482045446713,,,,1.9968410939075305,,
75545,0.17194195993432843,,,,0.2158572661161099,,,
75551,0.9268407303417509,,0.47129731175345285,,2.645233891791269,,,
75595,1.8930687714872578,,1.4321642125542415,,1.7672296816144928,,,
75622,1.3560381248573106,,2.0891806007308484,,2.5684820762571485,,,
75628,0.7115564531892583,,2.3188597171818284,,0.6753624263519086,,,
75629,2.6400090820340707,,2.099905767627961,0.2222975471465549,1.3091950003252857,,,
75657,0.2613090102304942,,,,1.3085709024835133,,,
75667,0.3826019964878698,,0.4111124691797216,,0.7131270799950695,,,
75687,0.08852288094900446,,0.24427431120907372,,0.2105263157894736,,,
75688,0.617673039969765,,2.313637256104963,,2.228318971352391,,,
75694,0.08341907898532397,,,,0.2502572369559719,,,
75705,0.5627707453482972,,1.9768064567565833,,3.387572122264765,,,
75715,2.607853922695846,,1.7645457642460127,,3.6824118391683727,,,
75720,0.0590718599778133,,,,,,,
75775,0.1403508771929824,,1.072592407492342,,0.35981734895407386,,,
75815,0.7320669938835443,,0.4305606526377925,,1.3673729691416117,,,
75817,0.7178396869739749,,0.25487991525352993,,1.7192317523810592,,,
75820,0.0590718599778133,,,,,,,
75835,1.7197029688433765,,0.08852288094900446,,0.3813016146924688,,,
75840,0.17973211717819126,,0.1403508771929824,,0.1945255148519356,,,
75866,2.9193832366803196,,4.350579374150313,,5.565436510217007,,,
75881,0.6001204080005297,,,,0.6297576722988873,,,
75907,0.1707752989029952,0.12512861847798595,,,,,,
75990,0.12594520920206692,,,,0.23892592403709392,,,
75992,0.26468951906379595,,1.5493179814183498,,1.1832535310533585,,,
75993,0.3902137109420667,,0.876846683453364,,1.9717336594586385,,,
75994,0.1403508771929824,,0.08852288094900446,,0.0526315789473684,,,
76007,0.0526315789473684,,,,,,,
76010,0.0526315789473684,,,,,,,
76013,0.123474670282263,,,0.2234068778503636,0.4306485532512262,,,
76028,0.3211204240108468,0.4880618215955461,,,,1.3977507839377183,,
76059,1.1538806355925209,,,,0.0526315789473684,,,
76073,0.08341907898532397,,0.8191743581522685,,0.3540915237960181,,,
76118,0.7196346979081477,,0.20119972061300787,,0.0526315789473684,,,
76155,0.0526315789473684,0.0526315789473684,,,,0.0526315789473684,,
76174,0.1117034389251818,,,0.22385910335435155,,,,
76197,0.3064628785077447,,0.5992449587883096,,0.5786588101979618,,,
76237,0.0526315789473684,,,,0.3404412671021817,,,
76252,0.9298978825511364,,,,1.158504813197192,,,
76253,1.427806522419145,,1.5320602087129465,,2.850352637049963,,,
76274,0.1567854061382965,,,,0.6358005669912487,,,
76290,0.43421507407651805,,1.2746995900951548,,3.7335096247513384,,,
76322,0.269598175767287,,0.9196769892776838,,0.9471771966863389,,,
76336,0.08341907898532397,,0.4464159332560696,,0.8708510151256361,,,
76356,0.0526315789473684,,,,,,,
76416,0.9015952776570035,,1.3504534491152544,,0.47258520481730026,,,
76527,0.0526315789473684,,0.17194195993432843,,0.44203351935825586,,,
76536,0.0526315789473684,0.4274929126093923,0.0526315789473684,,,1.5889997076333175,,
76569,0.1578947368421052,,,,0.08341907898532397,,,
76587,0.19380049809733046,,1.0465962352495315,,1.4774658770879088,,,
76600,0.1052631578947368,,0.8948190147499897,,,,,
76601,0.1117034389251818,,,,0.1052631578947368,,,
76670,0.25420107646164586,,0.2684888450634783,,0.0526315789473684,,,
76685,0.37012613500965524,,0.1052631578947368,,,,,
76713,0.4079563663256502,,1.169813114540011,,0.6041778200163644,,,
76725,0.4331883943117049,,1.003346263330521,,1.0977245927515138,,,
76740,0.5767287070134353,,0.6100394428694688,,,,,
76759,0.1052631578947368,,,,,,,
76761,1.3607831140879671,,2.1048804491326716,,1.9227206490143838,,,
76764,0.7326173244289952,,0.16683815797064794,,0.5996584092792124,,,
76835,0.1052631578947368,,,,,,,
76843,0.08341907898532397,,,,0.21044838305513647,,,
76866,0.0526315789473684,,,,0.0526315789473684,,,
76867,0.13605065793269236,,0.09362668291268494,,0.2057409169496058,,,
76875,0.39762865564615824,,0.1052631578947368,,1.5108252834669187,,,
76883,0.3186038867660956,,,,0.3082398619499568,,,
76888,0.3938123998520892,,,,0.1904709211057693,,,
76892,0.0526315789473684,,,,,,,
76894,0.46935498631778116,,,,0.49746658331468335,,,
76930,0.22832403021605527,,0.8503960652491965,,0.5658771209833848,,,
76940,0.276038456797732,,,,0.4848312458321085,,,
76950,0.5392790783816543,,0.41981563980208125,,1.1587723711061861,,,
76993,0.0526315789473684,,0.0526315789473684,,0.9152379035331752,,,
76996,0.1222067418361769,,0.22464664242871268,,0.9110581277471237,,,
77004,0.0526315789473684,,0.0526315789473684,,,,,
77020,0.26988750446640164,,0.8243811990022516,,1.216081724555525,,,
77027,0.13023242044166652,,,,0.7035603286043906,,,
77061,0.0526315789473684,,,,0.1052631578947368,,,
77067,0.1052631578947368,,0.1707752989029952,,,,,
77104,0.1772155799334401,,0.8529718513768911,,,,,
77111,0.0526315789473684,,,,0.7319525579532145,,,
77308,0.0526315789473684,,,,2.0164929979425232,,,
77349,0.0526315789473684,,,,0.1643350178725502,,,
77361,0.68857765246974,,1.8240693131986039,,0.9730690791964474,,,
77408,0.16683815797064794,,,,0.17892769885645154,,,
77438,0.38730122946404416,,0.57257311898012,,2.405802861316363,,,
77478,0.0526315789473684,,,,,,,
77493,0.1052631578947368,,,,,,,
77514,0.741978364821927,,0.3105778399689944,,1.4444517216792219,,,
77519,0.10955667858170005,,0.2502572369559719,,,,,
77522,0.0526315789473684,,,,,,,
77565,0.0526315789473684,,,,0.17543859649122798,,,
77646,0.1052631578947368,,,,0.4217596349986916,,,
77650,0.0526315789473684,,0.0526315789473684,,,,,
77653,0.13533622240534698,,,,0.3631469259456351,,,
77709,0.0526315789473684,,,,0.08341907898532397,,,
77716,0.49653098117916034,,0.1052631578947368,,0.5316920757874103,,,
77741,0.10955667858170005,,0.7418982739629726,,0.19380049809733046,,,
77743,2.2483408226415915,0.0526315789473684,1.6192989864347018,,2.60719684900435,0.9298784476955314,,
77760,1.4042339018331926,,0.7575198805877962,,0.9156806805365029,,,
77767,0.2169665968199186,,0.3909305731862224,,0.27996220058342564,,,
77850,0.5195377134507565,,,,0.5130928736352354,,,
77871,0.21911335716340027,,,,0.35919532575969854,,,
77883,0.0526315789473684,,0.0526315789473684,,0.0526315789473684,,,
77900,0.17543859649122798,,,,0.28244210386317825,,,
77905,0.0526315789473684,,0.4426774658901796,,0.8717348593633912,,,
77922,0.909947282794841,,2.0616948321338664,,2.0310206678422436,,,
77934,0.0526315789473684,,0.5029809045259714,,0.3243765150581371,,,
77957,0.0526315789473684,,,,0.0590718599778133,,,
77965,0.0526315789473684,,,,,,,
77991,0.0526315789473684,,,,0.30646287850774473,,,
78012,0.0526315789473684,,,,,,,
78015,0.1052631578947368,,0.1222067418361769,,0.08341907898532397,,,
78016,0.3965090375092761,,0.4732291513492238,,0.28425572127038895,,,
78018,0.1117034389251818,0.1052631578947368,,,,0.40239944122601584,,
78069,0.15649689466111116,,,,0.21875530139067104,,,
78087,0.38157409497209105,,,,,,,
78094,0.1181437199556267,,0.8523281247199157,,0.2448744812851801,,,
78095,0.33367631594129593,,0.6397548820901638,,0.643420928894999,,,
78114,0.6201175849341466,,0.0526315789473684,,0.1052631578947368,,,
78120,0.7435554128100798,,,,0.4176220050897778,,,
78126,0.08341907898532397,,0.38093183779119927,,0.08341907898532397,,,
78136,2.1709644569282562,,0.8526791892907237,,1.8647564274036437,,,
78144,0.1052631578947368,,0.269598175767287,,0.24990755577468252,,,
78183,0.0526315789473684,,,,0.7812876307183958,,,
78196,0.1052631578947368,,,,0.4661345987920621,,,
78228,0.5809762923455191,,1.2186324163412738,,1.669080693898402,,,
78259,0.0590718599778133,,,,0.0526315789473684,,,
78360,0.17704576189800905,0.5240971280660668,,0.6240293356341674,,,,
78401,0.0526315789473684,,,,1.9177485395715044,,,
78425,0.08341907898532397,,0.0526315789473684,,,,,
78474,0.0526315789473684,,0.43218995967670915,,0.0590718599778133,,,
78500,0.0526315789473684,,0.1052631578947368,,0.10955667858170005,,,
78508,0.2617034389251818,,,,,,,
78516,0.4264238750707634,,0.1052631578947368,,0.18831915855211792,,,
78618,1.280916838363976,,1.5062812239401473,,1.3324736885446011,,,
78641,0.08852288094900446,,,,,,,
78645,0.0590718599778133,,,,0.9411996903549057,,,
78648,1.4389861995834885,,0.221010629683869,,0.9345351127916187,,,
78659,0.1052631578947368,,1.146048117591099,,1.3552404294684772,,,
78681,0.12512861847798595,,,,0.39652796443565136,,,
78740,0.12512861847798595,,,,0.18214956386168954,,,
78762,0.08341907898532397,,,,,,,
78817,0.0526315789473684,,,,0.1719419599343285,,,
78818,0.251890418404134,,0.0526315789473684,,0.1181437199556267,,,
78825,0.0526315789473684,,,,0.5158258798029857,,,
78835,0.0526315789473684,,0.38144224196739773,,0.7575783276338682,,,
78862,0.9449209767032322,,0.45616756306962886,,1.0061156087841652,,,
78880,0.9723972328412094,,0.5018899708287111,,1.6585352410028855,,,
78917,0.1117034389251818,0.1707752989029952,,0.33367631594129593,,0.42460659846337157,,
78928,0.0526315789473684,,0.2808800487380552,,,,,
78944,0.08852288094900446,,0.37084502213650733,,0.08341907898532397,,,
78955,0.0848329840995932,,,,0.5251543599471291,,,
78957,0.1578947368421052,,0.2136514994269905,,0.20045965208045285,,,
78985,0.14464439787994565,,,,1.148137163922884,,,
78998,1.101909029867637,,1.9529186729474268,,2.0179712886283587,,,
79010,1.2391366329191236,,,,0.26556864284701365,,,
79018,0.528499914344374,,0.08852288094900446,,1.0397679480632764,,,
79051,0.29365750596084844,,,,2.0413047119690777,,,
79058,0.9639086634981472,,0.731232458912246,,0.6345773616240632,,,
79079,0.1052631578947368,,0.09362668291268494,,0.6096821069009345,,,
79105,0.0590718599778133,,0.1052631578947368,,0.1222067418361769,,,
79112,0.19713007508889174,,4.113982552582821,,2.5671099015776977,,,
79117,0.251890418404134,,,,1.8816846656363477,,,
79140,0.1643350178725502,,0.13533622240534698,,,,,
79166,0.13938023492425355,,0.1117034389251818,,1.4306276653197334,,,
79236,0.21875530139067095,,0.11385019926866334,,0.7724236453963854,,,
79248,0.2957764997248564,,2.0513243472049782,,2.879256293392486,,,
79258,0.2416183902378898,,,,,,,
79284,0.0526315789473684,,,,,,,
79318,0.40644822910765,,0.1117034389251818,,0.38574333961367113,,,
79331,0.0526315789473684,,0.24815195103824392,,0.44448409366029873,,,
79332,0.0526315789473684,,0.2444134836723538,,0.14270981191581475,,,
79341,0.5251225450802339,,0.4819211875476365,,0.49223497326859683,,,
79347,0.25820949224509115,,0.2362874399112535,,1.203036765563943,,,
79397,0.0526315789473684,,0.1052631578947368,,,,,
79413,0.6818623196928767,,,,0.1052631578947368,,,
79437,0.9907811622601534,,0.13956090058580986,,0.40600866721604123,,,
79438,0.1052631578947368,,,,0.1403508771929824,,,
79447,0.10955667858170005,,0.1052631578947368,,0.0526315789473684,,,
79488,0.0526315789473684,,,,,,,
79538,0.0526315789473684,,,,0.36940292968705973,,,
79580,0.08852288094900446,,,,1.054082242175426,,,
79591,0.16326078951923084,,0.0590718599778133,,0.0526315789473684,,,
79606,0.08341907898532397,,,,,,,
79612,0.9482157743940468,,0.253389621594971,,0.40856247394277856,,,
79613,0.28553662469714464,,,,,,,
79669,0.0526315789473684,,,,,,,
79685,0.2706724448106941,,,,0.0590718599778133,,,
79707,0.0526315789473684,0.566863899439791,,0.9129056879272583,,,,
79727,0.08341907898532397,,,,0.21875530139067095,,,
79753,0.10955667858170005,,0.12512861847798595,,0.0526315789473684,,,
79764,0.28088004873805517,,,,,,,
79782,0.08341907898532397,,,,1.4929062184126805,,,
79787,0.2367000788622153,,0.0526315789473684,,0.22896290531803212,,,
79803,0.0526315789473684,,0.13023242044166652,,,,,
79817,0.0526315789473684,,,,0.20604744027653765,,,
79822,0.10955667858170005,,0.13605065793269236,,0.5897876520913462,,,
79831,0.0526315789473684,,,,0.11814371995562667,,,
79851,1.5066635968547906,,0.5958538070734092,,0.4680843596461789,,,
79869,0.0590718599778133,,,,0.469012538346643,,,
79906,0.12512861847798595,,0.0526315789473684,,,,,
79913,0.0655121410082583,,,,1.0230295157818885,,,
79950,0.0526315789473684,,0.13533622240534698,,1.1302580986332407,,,
80027,0.08341907898532397,,0.1797321171781913,,0.1052631578947368,,,
80037,0.1403508771929824,,0.0526315789473684,,0.3872662365599415,,,
80094,0.3063990585564578,,0.12512861847798595,,0.4422284716368319,,,
80123,0.1052631578947368,1.378711044524097,,0.42362926948465685,,0.4487742373555043,,
80141,0.16683815797064794,,0.0526315789473684,,1.6003365997233874,,,
80152,0.1052631578947368,,,,0.2136514994269905,,,
80190,0.1052631578947368,,0.10955667858170005,,0.1052631578947368,,,
80196,0.0526315789473684,,,,,,,
80206,0.18266616622234172,,0.24990755577468252,,0.9416808419673828,,,
80211,0.10955667858170005,,,,1.3764579792855152,,,
80242,0.0526315789473684,,,,,,,
80258,0.0526315789473684,,,,0.1643350178725502,,,
80292,1.4809580245333334,,0.12512861847798595,,,,,
80303,0.08341907898532397,,,,0.08341907898532397,,,
80329,0.08341907898532397,,,,,,,
80332,0.20854769746330992,,1.3256419737869263,,0.3369055518572575,,,
80372,0.35708301777854523,,0.08852288094900446,,0.8243250570767933,,,
80375,0.2889190188586219,,,,0.44512804019222235,,,
80377,0.5391963515345741,,0.08341907898532397,,,,,
80380,0.0526315789473684,,,,0.7048036807415906,,,
80429,0.13961132339044327,,,,0.8645383951682485,,,
80442,0.0526315789473684,,,,0.3454712266994667,,,
80444,0.0526315789473684,,,,,,,
80448,0.44577198672414603,,0.0526315789473684,,0.0526315789473684,,,
80463,0.0526315789473684,,0.802874122697178,,0.35946423435638275,,,
80476,0.0526315789473684,,,,0.13023242044166652,,,
80483,0.8702714951227997,,0.5240971280660668,,0.0526315789473684,,,
80498,0.0526315789473684,,,,0.1052631578947368,,,
80504,0.1900961419943301,,,,0.1117034389251818,,,
80537,0.0526315789473684,,,,0.291966776448634,,,
80541,0.29207877781475206,,,,0.3326072173675354,,,
80544,0.0526315789473684,,0.250257236955972,,0.22770039853732685,,,
80545,0.26046484088333305,,0.13023242044166652,,0.377835627606201,,,
80622,0.39069726132499955,,,,0.21760026557919968,,,
80668,0.516564664001189,,0.7670626056434877,,0.5029383874256678,,,
80672,0.3501376391799169,,0.1052631578947368,,0.14464439787994568,,,
80673,0.0590718599778133,,,,0.0526315789473684,,,
80688,0.0526315789473684,,,,,,,
80713,0.4339331936398372,,,,0.4816865728880315,,,
80770,0.20978676198693455,,0.12512861847798595,,,,,
80788,0.2502572369559719,,,,0.2213387329450898,,,
80793,0.250257236955972,,,,,,,
80834,0.2749291260939232,,,,0.5497942459823141,,,
80835,0.5761923795839342,,,,2.241634180770311,,,
80841,0.0526315789473684,,,,0.5891216396918161,,,
80903,2.2600652956476943,,0.5513373597929249,,,,,
80907,0.7503751868517716,,1.133187277448518,,2.410891502529483,,,
80948,0.0526315789473684,,,,,,,
80969,0.28351616746784986,,1.4746366846669592,,0.47194125828537653,,,
80974,0.0526315789473684,,,,1.126928291725531,,,
80997,0.0526315789473684,,,,,,,
81000,0.0526315789473684,,0.0526315789473684,,0.0526315789473684,,,
81028,0.0526315789473684,,,,0.44261440474502267,,,
81030,0.0526315789473684,,,,,,,
81039,0.0526315789473684,,0.12512861847798595,,,,,
81042,0.5661020232079026,,0.3387801179049765,,0.5782787185452236,,,
81052,0.12512861847798595,,,,0.3006902502157031,,,
81059,0.1578947368421052,,0.0655121410082583,,1.1865499679518425,,,
81070,0.3906972613249996,,0.35369160606434114,,0.5841575556295041,,,
81118,0.8234892687937291,,,,0.3940237009385289,,,
81136,0.3689633677954508,,0.1719419599343285,,0.4328761157104445,,,
81145,1.9790279029329747,,1.1962669266393136,,1.986201370168652,,,
81146,3.4055770163867782,,1.6376325598049593,,2.1816530016102056,,,
81147,0.319826777522079,,1.371621147785296,,0.6264367458053348,0.1052631578947368,,
81157,1.4522584509315137,0.1052631578947368,1.7240653271644537,,2.7385907587085696,0.13023242044166652,,
81195,0.0526315789473684,,,,,,,
81252,0.3653294716290986,,0.08341907898532397,,1.1427904453205027,,,
81257,0.08341907898532397,,0.1117034389251818,,0.6642798765559389,,,
81258,0.0526315789473684,,,0.3745067316507403,,,,
81261,0.2534615226591067,0.10955667858170005,,,,0.2136514994269904,,
81284,2.2322726282861347,,0.8828734291329922,,0.3292776403759742,,,
81309,0.08341907898532397,,,,1.0330681257011554,,,
81327,1.0705789340934675,,1.705844326398561,0.8477340893216647,1.2148195376997393,,,
81408,0.0526315789473684,,0.17973211717819126,,0.13023242044166652,,,
81432,0.4488167139159374,,,,,,,
81468,0.1578947368421052,,0.4162162711434022,,0.6216051647466312,,,
81476,0.1643350178725502,,,,0.6299560376350712,,,
81481,0.1181437199556267,,,,1.169454412625346,,,
81494,0.0526315789473684,0.3351103167755454,,0.0526315789473684,,0.3673117219277701,,
81507,0.0526315789473684,,,,0.6948492514512329,,,
81508,0.1052631578947368,,,,0.7484538595241009,,,
81529,0.5899790459755946,,,,,,,
81539,3.478446649156022,0.12512861847798595,1.8641967567904836,1.9387553235979755,3.26713054417534,,,
81545,0.17543859649122798,,,,0.1578947368421052,,,
81577,0.0526315789473684,,,,,,,
81582,0.0526315789473684,,,,,,,
81586,0.2244332537790562,,0.0526315789473684,,0.5397260234311109,,,
81610,0.4621046196823252,,0.6607070815889113,,1.4575490851918487,,,
81612,1.6565358313084084,,0.2978758371338181,,3.312157823825108,,,
81614,3.028766396432341,,,,1.0187456599733138,,,
81627,0.3745067316507403,,0.0526315789473684,,0.1052631578947368,,,
81652,0.0526315789473684,,,,0.6352711411463442,,,
81673,0.8890082567055267,,2.3632871400234596,,2.357471508386283,,,
81674,1.3437844295480188,,0.6579817650978995,,1.7359493502416563,,,
81675,3.227878301203661,0.0526315789473684,2.384726559388598,,4.22480254434386,0.0526315789473684,,
81679,0.1245840009860717,,,,0.5455695678018512,,,
81683,0.43478858973056683,,0.1052631578947368,,0.177045761898009,,,
81691,0.14775552221355806,,0.387468960184149,,0.3607826325905084,,,
81692,1.4521480740427022,,1.0963178828270845,,0.9587774698452041,,,
81705,0.15649689466111116,,0.12512861847798595,,0.40950737499486417,,,
81712,0.6411894769223428,,1.2333995858593412,,0.7944226480783437,,,
81724,0.08852288094900446,,0.5240971280660667,,0.2493781131727543,,,
81727,0.5380870208307654,,,,,,,
81735,0.0590718599778133,,,,0.7020200518517891,,,
81739,1.0052198135511503,,,,0.4596943177616172,,,
81748,0.1052631578947368,,0.47864660627491146,,,,,
81750,1.717307840281899,,,,0.2491680019721434,,,
81751,0.17616663811479136,,,,0.2362874399112535,,,
81757,1.3251539946967037,,0.721599079666379,,0.5490005925669091,,,
81763,0.0526315789473684,,0.1643350178725502,,,,,
81795,0.0526315789473684,,,,0.9423183190149614,,,
81820,0.44087422805964044,,,,0.5469586930682819,,,
81847,0.2026315789473684,,0.0526315789473684,,0.21481983647643696,,,
81849,0.8368782288529503,,0.1052631578947368,0.269598175767287,1.1322782049701807,,,
81873,0.7479627495966343,,0.6710493132975599,,0.37974767128594306,,,
81912,0.16326078951923084,,,,,,,
82011,0.12512861847798595,,,,,,,
82013,0.0526315789473684,,,,0.3479908788364354,,,
82017,0.0526315789473684,,0.269598175767287,,,0.3479908788364354,,
82046,0.2169665968199186,,,,,,,
82053,0.0526315789473684,,0.22507720031097977,,0.2553610389196525,,,
82085,0.0526315789473684,,,,0.400919304160906,,,
82091,0.14464439787994565,,,,,,,
82093,0.1052631578947368,,,,0.8427743832649537,,,
82130,0.13023242044166644,,0.6450091836868889,,0.10955667858170005,,,
82147,0.3291770421211694,,0.6202572021602254,,1.0281773159253746,,,
82176,0.0526315789473684,,,,,,,
82200,0.1719419599343285,,0.0526315789473684,,0.23629260240864997,,,
82202,0.148937918566909,,0.10955667858170005,,0.2570154895435309,,,
82204,0.13533622240534698,,1.601017768468167,,0.49586800688676624,,,
82223,0.1907870474860455,,0.08852288094900446,,0.525576235671145,,,
82226,0.08341907898532397,,,,0.0590718599778133,,,
82234,0.586281276962899,,0.18402563786515458,0.3415505978059904,,,,
82237,0.1403508771929824,,0.0526315789473684,,0.0526315789473684,,,
82238,2.98265222549172,,,,0.18725336582537014,,,
82244,0.12512861847798595,,,,1.3369769967048521,,,
82258,0.5027878773940009,,0.5041086322363285,,0.6765996697735401,,,
82259,0.0526315789473684,,0.3026410244434844,,0.3876009961946611,,,
82260,0.6244550505217256,,0.4070627388142487,,,,,
82264,0.16326078951923084,,0.25189041840413395,,0.0590718599778133,,,
82279,0.12512861847798595,,,,0.5226180204609886,,,
82297,2.8988312266652883,,3.045230399514982,,1.8380289054144114,,,
82319,0.10955667858170005,,,,0.0526315789473684,,,
82355,0.4152203012651018,,0.529306161837575,,2.7781934719430543,,,
82356,3.590983287061884,,2.3160405239162603,,2.7343169940869254,,,
82368,0.0526315789473684,,,,,,,
82373,0.17194195993432843,,,,0.0526315789473684,,,
82376,0.2169665968199186,,,,,,,
82393,1.0095418458573704,,0.3286700357451004,,0.379452730186121,,,
82395,0.4083873130652453,,,,1.6124572514322257,,,
82418,0.22464664242871274,,0.2553610389196525,,1.1653360160560327,,,
82425,1.1964512777759582,,,,1.561059410258069,,,
82446,0.12512861847798595,,,,0.1181437199556267,,,
82479,0.2148198364764369,,,,,,,
82483,0.694408509659495,0.0526315789473684,2.5141765161665384,,2.029193000544769,,,
82593,0.0526315789473684,,,,,,,
82601,0.12512861847798595,,,,,,,
82609,0.2631578947368421,,,,,,,
82641,0.08341907898532397,,0.2105263157894736,,0.5641800936801369,,,
82668,0.0526315789473684,,,,,,,
82678,0.0912732651300382,,,,0.5305374090965118,,,
82679,0.6441902688354437,,,0.4468137557007272,0.6702052405032023,,,
82690,0.1052631578947368,,,0.0526315789473684,,0.0526315789473684,,
82698,0.14464439787994574,,,,0.0526315789473684,,,
82701,0.3723447964172726,,,,0.0526315789473684,,,
82731,0.0526315789473684,,,,0.08341907898532397,,,
82751,0.0526315789473684,,,,,,,
82756,0.2444134836723538,,,,0.4725609679458378,,,
82784,0.0526315789473684,,,,,,,
82785,0.48597264165985443,,0.5423086404535931,,1.0886648703307862,,,
82796,0.1052631578947368,,,,,,,
82801,0.18214956386168954,,,,0.1052631578947368,,,
82803,0.0526315789473684,,,,0.0526315789473684,,,
82804,0.08341907898532397,,,,0.0526315789473684,,,
82826,1.2511952424732349,,0.7134119622602457,,1.5157564795372878,,,
82849,0.1222067418361769,,0.602934443837932,,1.4207009686939056,,,
82852,0.0526315789473684,,,,0.3438839198686571,,,
82872,0.1052631578947368,,,,0.0526315789473684,,,
82873,1.6994029841311977,,0.36318694863622747,,0.44085615717858717,,,
82882,0.0526315789473684,,,,,,,
82904,0.3508771929824561,,,,0.7538244432442104,,,
82913,0.0526315789473684,,,,,,,
82921,0.35027055587979894,,0.16023536202700125,,0.6240557390486742,,,
82926,1.0154764500875681,,0.34725719677142325,,0.46834128789129426,,,
82936,0.5560123963304043,,0.5469586930682819,,0.6493539819265008,,,
82976,0.12512861847798595,,0.0526315789473684,,0.6531587720834329,,,
83011,0.0526315789473684,0.1117034389251818,0.17194195993432843,,,0.5567633264626528,,
83021,0.08341907898532397,,0.7647644310841311,,0.3830415583794787,,,
83025,0.8524598461645301,,0.3877418957229138,,0.24561403508771917,,,
83031,0.0526315789473684,,,,,,,
83039,0.38092319446547657,,,,1.361880144555609,,,
83044,1.2416330667982238,,3.248641520965605,,1.8080357495878947,,,
83049,0.39876574831492373,,2.2948949670724033,,1.1631153636207252,,,
83050,0.0526315789473684,,,,0.1052631578947368,,,
83101,0.2234068778503636,,0.4934555764792179,,0.38531256233798117,,,
83120,0.0526315789473684,,0.5664243375481821,,0.7556865291612721,,,
83124,0.20854769746330992,,,,2.1620802015428175,,,
