registro,v1,v2_v6,v7,v8,v1_norm,v2_v6_norm,v7_norm,v8_norm,IRD
143302,5,9.0,0.0,0.0,0.2631578947368421,0.01053864168618267,0.0,0.0,0.3211204240108468
143304,1,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842
143310,3,5.0,0.0,0.0,0.15789473684210525,0.00585480093676815,0.0,0.0,0.1900961419943301
143311,7,9.0,0.0,0.0,0.3684210526315789,0.01053864168618267,0.0,0.0,0.4263835819055836
143312,2,1.0,0.0,0.0,0.10526315789473684,0.00117096018735363,0.0,0.0,0.11170343892518181
143313,8,155.0,2.0,0.0,0.42105263157894735,0.18149882903981265,0.15384615384615385,0.0,1.7269884989902249
143314,2,1.0,0.0,0.0,0.10526315789473684,0.00117096018735363,0.0,0.0,0.11170343892518181
143315,2,1.0,0.0,0.0,0.10526315789473684,0.00117096018735363,0.0,0.0,0.11170343892518181
143319,1,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842
143321,1,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842
143325,1,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842
143331,1,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842
143332,6,12.0,0.0,0.0,0.3157894736842105,0.01405152224824356,0.0,0.0,0.3930728460495502
143336,2,1.0,0.0,0.0,0.10526315789473684,0.00117096018735363,0.0,0.0,0.11170343892518181
143337,2,2.0,0.0,0.0,0.10526315789473684,0.00234192037470726,0.0,0.0,0.11814371995562677
143340,5,1.0,0.0,0.0,0.2631578947368421,0.00117096018735363,0.0,0.0,0.26959817576728706
143341,2,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.10526315789473684
143347,1,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842
143348,7,63.0,1.0,1.0,0.3684210526315789,0.07377049180327869,0.07692307692307693,0.1,1.0780049113957655
143349,4,2.0,0.0,0.0,0.21052631578947367,0.00234192037470726,0.0,0.0,0.22340687785036362
143350,4,3.0,0.0,0.0,0.21052631578947367,0.00351288056206089,0.0,0.0,0.2298471588808086
143353,5,4.0,0.0,0.0,0.2631578947368421,0.00468384074941452,0.0,0.0,0.2889190188586219
143355,1,1.0,0.0,0.0,0.05263157894736842,0.00117096018735363,0.0,0.0,0.05907185997781338
143358,4,0.0,0.0,0.0,0.21052631578947367,0.0,0.0,0.0,0.21052631578947367
143363,3,7.0,0.0,0.0,0.15789473684210525,0.00819672131147541,0.0,0.0,0.20297670405522
143364,11,17.0,0.0,0.0,0.5789473684210527,0.01990632318501171,0.0,0.0,0.6884321459386171
143369,1,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842
143371,5,9.0,0.0,0.0,0.2631578947368421,0.01053864168618267,0.0,0.0,0.3211204240108468
143372,3,16.0,0.0,0.0,0.15789473684210525,0.01873536299765808,0.0,0.0,0.26093923332922475
143376,1,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842
143377,2,8.0,0.0,0.0,0.10526315789473684,0.00936768149882904,0.0,0.0,0.15678540613829656
143381,6,0.0,0.0,0.0,0.3157894736842105,0.0,0.0,0.0,0.3157894736842105
143384,4,6.0,0.0,0.0,0.21052631578947367,0.00702576112412178,0.0,0.0,0.24916800197214348
143389,1,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842
143390,1,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842
143391,1,1.0,0.0,0.0,0.05263157894736842,0.00117096018735363,0.0,0.0,0.05907185997781338
143392,5,8.0,0.0,0.0,0.2631578947368421,0.00936768149882904,0.0,0.0,0.3146801429804018
143393,1,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842
143396,4,1.0,0.0,0.0,0.21052631578947367,0.00117096018735363,0.0,0.0,0.21696659681991864
143397,1,1.0,0.0,0.0,0.05263157894736842,0.00117096018735363,0.0,0.0,0.05907185997781338
143399,1,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842
143400,1,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842
143404,1,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842
143407,2,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.10526315789473684
143408,2,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.10526315789473684
143413,1,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842
143414,1,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842
143416,1,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842
143417,1,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842
143419,1,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842
143420,1,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842
143423,1,11.0,0.0,0.0,0.05263157894736842,0.01288056206088993,0.0,0.0,0.12347467028226304
143424,1,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842
143426,2,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.10526315789473684
143430,3,2.0,0.0,0.0,0.15789473684210525,0.00234192037470726,0.0,0.0,0.1707752989029952
143437,3,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,0.15789473684210525
143438,7,53.0,1.0,0.0,0.3684210526315789,0.06206088992974239,0.07692307692307693,0.0,0.8636021010913159
143439,5,10.0,0.0,0.0,0.2631578947368421,0.0117096018735363,0.0,0.0,0.32756070504129176
143445,1,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842
143450,1,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842
143451,1,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842
143453,5,4.0,0.0,0.0,0.2631578947368421,0.00468384074941452,0.0,0.0,0.2889190188586219
143454,14,33.0,0.0,0.0,0.7368421052631579,0.03864168618266979,0.0,0.0,0.9493713792678417
143455,3,12.0,0.0,0.0,0.15789473684210525,0.01405152224824356,0.0,0.0,0.23517810920744484
